id;address;coordinate;description;title;category_id;url
192;г. Нижний Новгород, пр. Ленина, д. 41;POINT (43.92503 56.283605);Автор мозаики — Валентин Любимов. Была создана в 1967 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «1917-1967»;10;
193;г. Нижний Новгород, ул. Заломова, д.15;POINT (43.982981 56.318416);Автор мозаики — Ким Шихов. Была создана в 1965 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «20 лет Победы»;10;
200;г. Нижний Новгород, ул. Большая Покровская, д.4;POINT (44.003804 56.32496);Автор мозаики — Евгений Серажетдинов. Была создана в 1970-е годы. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Скульптурная вывеска «Бык»;10;
201;г. Нижний Новгород, ул. М.Горького, д.145 ;POINT (44.010511 56.316545);Автор мозаики неизвестен. Была создана в 1978 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Рельеф «Маски»;10;
205;г. Нижний Новгород, ул. Ванеева, д.88;POINT (44.03449 56.297982);Автор мозаики — Валентин Любимов. Была создана в 1966 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Регата»;10;
214;г. Нижний Новгород, Южное шоссе, д.49;POINT (43.871473 56.230692);Автор мозаики неизвестен. Была создана в 1964 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Прометей»;10;
199;г. Нижний Новгород, ул. Большая Покровская, д.6;POINT (44.003274 56.324541);Автор мозаики — Анатолий Лисин. Была создана в 1970-е годы. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Скульптурная вывеска «Обезьянка и кофе»;10;
209;г. Нижний Новгород, ул. Чаадаева, д.1;POINT (43.857522 56.327391);Автор мозаики неизвестен. Была создана в 1960-е годы. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Учёный»;10;
211;г. Нижний Новгород, ул. Чаадаева, д.1;POINT (43.857522 56.327391);Автор мозаики неизвестен. Была создана в 1960-е годы. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Космонавт»;10;
212;г. Нижний Новгород, ул. Энгельса, д. 5А;POINT (43.867421 56.340964);Автор мозаики неизвестен. Была создана в 1966 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаики «Дюймовочка» и «Конёк-Горбунок»;10;
213;г. Нижний Новгород, ул. Тропинина, д.5 ;POINT (43.946213 56.23504);Автор мозаики — Виктор Пурихов. Была создана в 1969 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Изразцы»;10;
215;г. Нижний Новгород, станция метро «Пролетарская»;POINT (43.912173 56.265689);Автор мозаики — Николай Борисов. Была создана в 1985 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Панно «Мир»;10;
216;г. Нижний Новгород, станция метро «Пролетарская»;POINT (43.912173 56.265689);Автор мозаики — Николай Борисов. Была создана в 1985 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Панно «Труд»;10;
206;г. Нижний Новгород, ул. Ванеева, д.90;POINT (44.03475 56.297538);Автор мозаики — Валентин Любимов. Была создана в 1966 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Дерево дружбы»;10;
208;г. Нижний Новгород, ул. Адмирала Васюнина, д.1, корп.1;POINT (44.036466 56.297418);Автор мозаики — Валентин Любимов. Была создана в 1968 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Команда. Парусный спорт»;10;
207;г. Нижний Новгород, ул. Энгельса, 11;POINT (43.869434 56.341154);Авторы мозаики — Дмитрий Арсенин и Анатолий Павлов. Год создания неизвестен. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Паруса»;10;
152;г. Нижний Новгород, ул.Строкина, д.18 б ;POINT (43.844442 56.255763);Автор мозаики неизвестен. Была создана в 1981 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Волшебный мир»;10;
157;г.Нижний Новгород, площадь Революции, 2А;POINT (43.946518 56.321817);Автор мозаики — Валентин Любимов. Была создана в 1965-1971 годах. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Великая страна»;10;
8;Нижний Новгород, улица Бетанкура, 1А;POINT (43.96464 56.337024);"<p>Стадион Нижний Новгород — футбольный стадион международного класса. Он находится на территории Стрелки — месте слияния Оки в Волги. Вместимость спортивного объекта составляет 45 000 мест, общая площадь — 127 500 м². Поблизости от него расположена станция метро «Стрелка», а также Кафедральный собор во имя Святого благоверного князя Александра Невского и объекты культурного наследия Пакгаузы. Дизайнеры проекта вдохновлялись волжскими просторами. Стадион представляет собой колоннаду, соединенную расположенными по кругу опорами. Замыкает конструкцию радиальная крыша-козырек над зрительскими трибунами. Стадион выполнен в бело-синей цветовой гамме. Выбор цветов не случаен: синий символизируют воду, а белый — ветер.
<br>
<br>В 2018 году на нем проходили матчи Чемпионата мира по футболу. ЧМ-2018 подарил жителям города не только стадион «Нижний Новгород», но и спортивно-развлекательную площадку «Спорт Порт». Территория спорта и отдыха, прилегающая к стадиону, превратилась в место сбора любителей активного образа жизни. В 2019 году стадион «Нижний Новгород» попал в ТОП-5 арен по посещаемости, а также вошел в список лучших в мире спортивных арен.
<br>
<br>Сооружение является домашней ареной нижегородского футбольного клуба «Пари НН». Стадион «Нижний Новгород» стал не только ареной для футбольных матчей, но и концертной площадкой, местом для проведения фестивалей, праздников и даже свадеб, а в рамках фестиваля «Горький Fest» стадион превратился в летний кинотеатр. <br></p>";Стадион Нижний Новгород;5;
9;Нижний Новгород, Большая Покровская улица, 26;POINT (43.998765 56.320166);"Нижегородское отделение Государственного банка — одно из немногих зданий в стране, никогда не менявших своих функций и архитектурного облика. Отделение открылось в 1868 году. Здание напоминает сказочный замок и сочетает в себе черты романской архитектуры и русского зодчества 17 века.
<br>Постоянно действующее отделение Государственного банка в Нижнем Новгороде было учреждено в связи с возросшим значением ярмарочной торговли. Его строительство было приурочено к 300-летнему юбилею царствования Дома Романовых. 17 мая 1913 года император Николай II с семьей прибыли в Нижний Новгород и посетили Госбанк на Большой Покровской.
<br>
<br>Перед приездом царя рядом с банком была построена небольшая башня с часами. По легенде ее установили, чтобы закрыть от императорского взора развешанное на балконе соседнего дома белье. Эти часы ходят и по сей день.
<br>
<br>Со строительством башенки-часозвони связаны самые разные легенды, вернее — анекдоты. Рассказывают, например, что накануне приезда императора случился конфуз — прачка, жившая в соседнем доме, вывесила на балкон нижнее белье, и отказалась его убрать. Полиция пригрозила ей арестом, в ответ она пообещала «броситься в ноги Императору и рассказать, как притесняют бедную женщину». Разрешил конфликт архитектор. За одну ночь была выстроена башенка с часами, закрывшая балкон строптивой прачки и ее белье. Другая легенда гласит, что за часозвоней находился дом купца, который любил распивать чай на балконе в неглиже. Вот его-то и решено было убрать с глаз императора, загородив высокой башенкой.
<br>
<br>Однако историки утверждают, что это не более, чем городские байки. На самом деле архитектор В.А. Покровский спроектировал часозвоню для другой цели: ему нужно было спрятать трансформаторную будку, которая портила благородный вид здания Госбанка. Вот ее-то и поместили внутрь башенки. Да и никакого жилого дома по соседству не было: здесь стояла церковь Покрова Божией Матери, давшая название улице Большой Покровской. <br>";Нижегородское отделение Государственного банка;5;
17;Нижний Новгород, Канавинский район, микрорайон Ярмарка;POINT (43.961958 56.327944);"<p>Нижегородская ярмарка — крупнейшая торговая площадка Российской империи, расположенная в непосредственной близости от главных речных торговых артерий Оки и Волги. История ее основания уходит корнями в 17 век. В то время ярмарка находилась в 90 км от Нижнего Новгорода вниз по Волге у стен Макарьевского монастыря. После пожара 1816 года торговлю решили перенести в Нижний Новгород. Для этого осушили местность, построили канаву для сточных вод и первую в Европе канализацию, а также гостиницы, подсобные и складские помещения.
<br>История Нижегородской ярмарки насчитывает более четырёх веков. Ранее она выполняла важнейшую функцию «менового двора Европы с Азией». Здесь продавались товары из самых отдаленных регионов мира, основная торговля шла с Востоком: Китаем, Персией и Средней Азией.
<br>Ярмарочный комплекс на Стрелке был построен под руководством зодчего московского Манежа Августина Бетанкура.
<br>
<br>Главный ярмарочный дом построен в 1890 году. В нем размещались квартира и канцелярия губернатора, учреждения по управлению ярмаркой, отделения Государственного банка. На первом этаже находился лучший пассаж для розничной торговли. В 1918 году деятельность Ярмарки была прекращена, а с 1922 года здесь было место дислокации частей Красной армии. В 1929 году в здании Главного ярмарочного дома надолго обосновался магазин «Детский мир». Традиция проведения ярмарок на нижегородской земле была восстановлена лишь в 1990 году, и в настоящее время здесь проводятся значимые форумы и выставки.
<br>
<br>В 1896 году на средства нижегородского купечества на Нижегородской ярмарке было установлено два одинаковых чугунных фонтана: один у Главного ярмарочного дома, второй у Староярмарочного собора. В 1928 году фонтан от собора перенесли ко Дворцу культуры им.Ленина, второй же остался на ярмарочной площади. Фонтан украшают чугунные человеческие и львиные головы, из которых струится вода. Памятник искусства является объектом культурного наследия регионального значения 19 века.
<br>
<br>Павильон №1 – здание с зеркальным фасадом, расположенное справа от входа в Главный ярмарочный дом. Его невозможно не заметить. Павильон был построено в 1996 году, в 2020 капитально отремонтирован. Его площадь свыше 4000 квадратных, вместимость до 2000 человек. Здесь проходят крупные Всероссийские выставки и форумы, а также корпоративные мероприятия, презентации, шоу-программы.
<br>
<br>В 2021 году территория Ярмарки была обновлена в рамках празднования 800-летия города. <br></p>";Нижегородская ярмарка;5;
31;Нижний Новгород, Большая Покровская улица, 29;POINT (43.998469 56.320636);"<p>Жилой дом завода «Красное Сормово» на Большой Покровской, 29 является памятником градостроительства и архитектуры, объектом культурного наследия регионального значения. Здание — образец архитектуры соцреализма эпохи сталинской неоклассики. Это архитектурное течение называют «стиль Победы» или «Сталинский ампир». Оно построено в 1952 −1954 годы по проекту нижегородского архитектора Людмилы Рождественской. Этот пятиэтажный дом предназначался для проживания работников завода «Красное Сормово».
<br>
<br>Расстояние между домом на Большой Покровской и заводом «Красное Сормово» составляет 25 км. Даже в наши дни при наличии четырех мостов через Оку и развитой транспортной сети дорога занимает полчаса. А в середине 20 века при наличии единственного моста этот путь был очень длительным. Поэтому любопытно, что дом для работников завода «Красное Сормово» был построен на таком значительном расстоянии от предприятия. Зато квартиру в нем получила его создатель — архитектор Людмила Рождественская. <br></p>";Жилой дом завода «Красное Сормово»;5;
132;Нижний Новгород, историческая территория Старый Нижний Новгород;POINT (44.013355 56.319229);<p><b>Дата основания:</b> 852 год.</p><p><b>Население: </b>583 393  жителей.</p><p><b>Площадь:</b> 210,34 км².</p><p><b>Дата заключения Соглашения об установлении побратимских отношений с Нижним Новгородом:</b> сентябрь 1991 года.</p><p><b>Основные направления сотрудничества: </b>культура, наука, образование, молодежная политика, спорт.</p>;Эссен (Федеративная Республика Германия);9;
34;Нижний Новгород, улица Баррикад, 1;POINT (43.870401 56.358907);"<p>Одно их крупнейших и старейших судостроительных предприятий в стране, ведет свою историю с 1849 года. В мае 1850 года было спущено на воду первое судно — деревянный колёсный пароход «Ласточка», в 1870 году была построена первая в России мартеновская печь, в 1953 году — первая в мире установка непрерывной разливки стали. «Красное Сормово» — предприятие-универсал. В разное время на нем производили паровозы, вагоны, паровые машины и дизели, трамваи и, конечно, пассажирские пароходы, буксиры, сухогрузные и нефтеналивные суда, технический флот, подводные лодки. В годы Великой Отечественной войны на заводе выпускали танки Т-34, снаряды для «Катюш» и другие боеприпасы. Особую славу «Красному Сормову» принесли скоростные корабли на подводных крыльях, самые известные из которых «Ракеты» и «Метеоры».
<br>
<br>Современное предприятие ориентировано на выпуск танкеров, сухогрузов, круизных пассажирских судов речного и смешанного «река-море» плавания.
<br>
<br>Одни из самых знаменитых речных колесных пароходов сормовского производства «Спартак» и «Володарский» стали кинозвездами. «Спартак» сыграл роль «Ласточки» в фильме Эльдара Рязанова «Жестокий романс», «Володарский» снимался в фильмах «Хождение по мукам», «Очарованный странник» и «Васса».
<br>Эти пароходы были построены в 1914 году. Первоначально они носили имена «Великая княжна Ольга Николаевна» и «Великая княжна Татьяна Николаевна» в честь дочерей российского императора Николая II.
<br>
<br>В 1917-1918 годах пароход «Великая княжна Татьяна Николаевна» был переименован в «Добрыню Никитича», а «Великая княжна Ольга Николаевна» — в «Алёшу Поповича». Позже они сменили названия на «Спартак» и «Володарский».&nbsp;</p><p>ФОТО ПРЕДОСТАВЛЕНО ПАО «Завод «Красное Сормово».<br></p>";Завод «Красное Сормово»;5;
186;г. Нижний Новгород, пр. Ленина, д.11;POINT (43.9344 56.29544);Авторы мозаики —Виктор Бебенин, Владимир Каштанов, Валентин Любимов, Станислав Лотонин, Леонид Цыкаленко и Александр Швайкин. Была создана в 1977 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Панно «Гимн труду»;10;
177;г. Нижний Новгород, станция метро «Московская»;POINT (43.94545 56.321257);Авторы мозаики — Петр и Людмила Шорчевы. Была создана в 1985 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Вечная память»;10;
168;г. Нижний Новгород, станция метро «Кировская»;POINT (43.876432 56.246674);Автор мозаики — Владимир Логинов. Была создана в 1989 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Знамёна Революции. Серп и Молот»;10;
195;г. Нижний Новгород, ул. Маршала Жукова, д.27;POINT (43.947973 56.229652);Автор мозаики — Валентин Любимов. Была создана в 1977 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Под водой»;10;
185;г. Нижний Новгород, ул. Рождественская,д. 49;POINT (43.981094 56.326527);Авторы мозаики — Владимир Арискин, Александр Щелоков и Андрей Гладков. Была создана в 1987 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Панно «Связь времён»;10;
160;г. Нижний Новгород, ул. Большая Покровская, д.39Б ;POINT (43.995891 56.318322);Автор мозаики — Анатолий Лисин. Была создана в 1979 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Пространственная композиция «Приглашаем в театр»;10;
142;Нижний Новгород, ул. Большая Покровская, 13;POINT (44.001351 56.324162);Тактильный макет достопримечательности для лиц с ограниченными возможностями здоровья. Для достоверной передачи деталей и соблюдения масштабов при создании макетов использовалась технология лазерного сканирования памятников архитектуры. На объектах есть историческая справка, QR-код и текст Брайля, который помогает узнавать о достопримечательностях Нижнего Новгорода людям с нарушениями зрения.;Макет театра драмы;3;https://nn-grad.ru/audiogidy/
42;Нижний Новгород, Кремль;POINT (44.002932 56.328544);"<p>У Ивановской башни кремля было сформировано знаменитое ополчение Кузьмы Минина и князя Дмитрия Пожарского, освободившее Россию от польско-литовской интервенции.
<br>
<br>Нижегородский кремль — главная достопримечательность города. Древняя каменная крепость является уникальным инженерно-фортификационным сооружением начала 16 века, шедевром средневекового зодчества, гордостью исторической части города. За всю свою историю крепость единственная в России осталась неприступной для врага. В годы Великой Отечественной войны кремль также сыграл значительную роль в обороне города. На верхних площадках кровли башен были установлены зенитные пулеметы, защищавшие город от немецко-фашистской авиации.
<br>
<br>Первоначально в составе кремля было 14 башен, на сегодняшний момент сохранилось только 13 из них. 14-я башня кремля — отводная башня-стрельница, располагалась перед Дмитриевскими воротами и была связанная с Дмитриевской башней подъёмным мостом над заполненным водой рвом. У стрельницы было только 3 стены — четвертая, обращенная к Дмитриевской башне, отсутствовала. Таким образом, захватить стрельницу было невозможно — попав внутрь, враги оказались бы под обстрелом защитников Кремля. Башня была разобрана на кирпич в конце 18 века.<br></p>";Нижегородский кремль;5;
75;Нижний Новгород, Большая Покровская улица, 13;POINT (44.001438 56.324141);"Нижегородский государственный академический театр драмы имени 
<br>М. Горького — один из старейших в России, ему более 200 лет. Располагается по адресу Большая Покровская, дом 13.
<br>История театра начинается с того времени, когда князь Николай Григорьевич Шаховской, переехав на постоянное жительство в Нижний Новгород и перевезя в город труппу и имущество своего крепостного театра, 7 февраля 1798 года открыл Нижегородский публичный театр, а его крепостные актеры сыграли в нем первый спектакль — по комедии Д.И. Фонвизина «Выбор гувернера».
<br>В 1968 году театру присвоено звание «Академический». <br>";Театр драмы им. М. Горького;8;
45;Нижний Новгород, площадь Минина и Пожарского;POINT (44.006597 56.327266);"<p>Площадь Минина и Пожарского — главная площадь Нижнего Новгорода. Является общественно-культурным центром города, местом проведения государственных праздников и народных гуляний. Площадь расположена в исторической части города, с юго-восточной стороны от нагорной части Кремля. Она соединяет центральные улицы города: Большую Покровскую, Алексеевскую, Варварскую, Ульянова, Минина, Верхне-Волжскую набережную и Зеленский съезд. На площади расположено множество памятников архитектуры, университеты: Мининский, Лобачевский и медицинский, а также выставочный комплекс нижегородского художественного музея, памятники Кузьме Минину и Валерию Чкалову. Площадь является проезжей, движение автотранспорта по ней перекрывается в праздничные дни и на время проведения мероприятий.
<br>
<br>За свою многовековую историю площадь не раз меняла свои названия. Она называлась Верхнепосадской и Верхнебазарной, по своему расположению и назначению; Благовещенской в честь одноименного собора перед Дмитриевской башней (собор не сохранился). Окончательное название площади сформировалось в 1943 году после установки памятника Кузьме Минину. <br></p>";Площадь Минина и Пожарского;5;
58;Нижний Новгород, Рождественская улица, 34А;POINT (43.985146 56.327401);"<p>Храм в честь Собора Пресвятой Богородицы, один из красивейших в православном мире, он был построен в 1719 году купцами Строгановыми. Это каменная пятиглавая церковь с отдельно стоящей высокой колокольней, ее венчают яркие праздничные купола. Храм является памятником архитектуры федерального значения. Церковь чудом сохранила богатое убранство. Иконостас с тончайшей резьбой и уникальной живописью являются одним из красивейших в России. Ее часто называют Рождественской, поскольку рядом когда-то располагалась древняя церковь в честь Рождества Пресвятой Богородицы.
<br>
<br>В храме располагаются такие святыни: иконы с частицами мощей преподобного Серафима Саровского, митрополита Филарета Московского, оптинских старцев в ковчеге рядом с иконостасом, а также Державная икона Божией Матери.
<br>
<br>В 1930-е годы Рождественская церковь была закрыта большевиками. Во время Великой Отечественной войны в ее помещении находился аптечный склад, благодаря которому почти полностью сохранился уникальный иконостас — 43 из 46 икон конца XVII столетия. В 1960-е годы в храме располагался один из филиалов краеведческого музея.
<br>
<br>Храм в честь Собора Пресвятой Богородицы был освящен в 1719 году. В 1722 году на Божественной литургии в нем присутствовал император Петр I. После его посещения церковь закрыли. По одной из версий причиной этого стало то, что в двух иконах император узнал свои, которые он заказывал для Петропавловского собора Санкт-Петербурга. Повторное освещение Рождественской церкви состоялось в 1993 году.
<br>
<br>Церковь Собора Пресвятой Богородицы принадлежит к архитектурному стилю, который принято называть «строгановским барокко». Храм характеризуется отличается особой монументальностью образа, изысканным пышным декоративным убранством. В наружном декоре Рождественской церкви прослеживаются ягодно-цветочные мотивы. Среди декоративных деталей встречаются витые колонки, характерные для западноевропейского барокко. Белокаменные украшения достигают кульминации на южной и северной стенах церкви. Наличники окон украшены витыми колонками, полностью покрытыми резными гроздьями винограда. Над проходной аркой в нижнем ярусе колокольни укреплена икона Божией Матери «Одигитрия». Ее украшает лепной балдахин с преобладающими растительно-фруктовыми элементами. <br></p>";Собор Пресвятой Богородицы (Рождественская церковь);5;https://nn-grad.ru/audiogidy/
56;Нижний Новгород, парк Победы;POINT (44.03562 56.328131);<p>Парк Победы он же Нижегородский городской музей техники и оборонной промышленности находится на Нижне-Волжской набережной в районе Гребного канала. Он заложен в 1985 году в честь 40-летия победы в Великой Отечественной войне. В коллекции музея насчитывается 49 единиц военной техники. Основу экспозиции составляют машины местного производства. Одна группа экспонатов — техника времен Великой Отечественной войны, вторая — техника, созданная в послевоенное время, в том числе находящаяся на вооружении в данный момент России и других стран. Постоянно действующие экспозиции музея: выставка военной техники, «Солдатский привал», «Рубеж обороны». На аллее ветеранов в парке Победы установлены мемориальные знаки в память о нижегородцах, погибших во время войны. А также памятники: «Батя» в честь знаменитого генерала, командующего воздушно-десантными войсками Василия Маргелова, и «Побег из ада», посвященный подвигу солдат, сумевших сбежать с секретного немецкого острова Узедом.На открытых площадках парка проводятся военно-патриотические мероприятия, а также импровизированные сражения участников клуба исторической реконструкции.<br></p>;Парк Победы;2;
52;Нижний Новгород, улица Заломова;POINT (43.981707 56.324227);Пешеходный мост через Сергиевский овраг построен в 1968 году и соединяет набережную Федоровского и улицу Заломова. Это излюбленная смотровая площадка нижегородцев и гостей города, с которой открывается прекрасный вид на Оку, Нижегородскую ярмарку и Канавинский мост и, конечно, на великолепные нижегородские закаты.;Пешеходный мост;5;
137;Нижний Новгород, Ивановский съезд, 1б;POINT (43.998108 56.329811);Тактильный макет достопримечательности для лиц с ограниченными возможностями здоровья. Для достоверной передачи деталей и соблюдения масштабов при создании макетов использовалась технология лазерного сканирования памятников архитектуры. На объектах есть историческая справка, QR-код и текст Брайля, который помогает узнавать о достопримечательностях Нижнего Новгорода людям с нарушениями зрения.;Макет церкви Иоанна Предтечи;3;https://nn-grad.ru/audiogidy/
63;Нижний Новгород, Большая Покровская улица, 43;POINT (43.995142 56.318104);"<p>
            
        </p><p>Дом на улице Большая Покровская, 43 известен как Музей истории художественных промыслов Нижегородской области. Здание было построен в 1975 году по проекту архитектора Юрия Осина. Его фасад сверху украшен мозаичным фризом из смальты. На красочной мозаике изображены персонажи народного искусства. На 4 этаже постройки расположен непосредственно Музей художественных промыслов, на первом — сувенирный магазин. В этом же здании находятся Горьковское проектно-конструкторское бюро при Управлении художественными промыслами, мастерские и различные офисы. В экспозиции музее представлено около 4 тысяч произведений декоративно-прикладного творчества нижегородских мастеров. Благодаря интерьерам музея, посетители могут ощутить атмосферу крестьянского жилища, купеческого дома, сельского храма.
<br>
<br>Магазин художественных промыслов существует уже более 40 лет и также является достопримечательностью города. Здесь можно приобрести продукцию самых известных промысловиков России.
<br>
<br>
<br></p>";Художественные промыслы;5;
